Cache Configuration: 12 MB, 2 skews, 26 ways (13 ways/skew)
AVG-BALLS-PER-BUCKET:13, BUCKET-SPILL-THRESHOLD:19 
Simulation Parameters - BALL_THROWS:1000000000, SEED:42

Starting throws --  (Dot printed every 100M Ball throws) 
.......... 1Bn


Bucket-Occupancy Snapshot at End of Experiment

Occupancy: 		 Count
25:				                0	 (0.000)
26:				                0	 (0.000)
27:				                0	 (0.000)
28:				                0	 (0.000)
29:				                0	 (0.000)
30:				                0	 (0.000)
31:				                0	 (0.000)
32:				                0	 (0.000)
33:				                0	 (0.000)
34:				                0	 (0.000)
35:				                0	 (0.000)
36:				                0	 (0.000)
37:				                0	 (0.000)
38:				                0	 (0.000)
39:				                0	 (0.000)



Spill Count: 0 (0.000)

Cuckoo Spill Count: 0 (0.000)
