Cache Configuration: 12 MB, 2 skews, 26 ways (13 ways/skew)
AVG-BALLS-PER-BUCKET:13, BUCKET-SPILL-THRESHOLD:19 
Simulation Parameters - BALL_THROWS:10000000000, SEED:42

Starting throws --  (Dot printed every 100M Ball throws) 
.......... 1Bn
.......... 2Bn
.......... 3Bn
.......... 4Bn
.......... 5Bn
.......... 6Bn
.......... 7Bn
.......... 8Bn
.......... 9Bn
.......... 10Bn


Bucket-Occupancy Snapshot at End of Experiment

Occupancy: 		 Count
17:				             1087	 (0.000)
18:				                0	 (0.000)
19:				                0	 (0.000)
20:				                0	 (0.000)
21:				                0	 (0.000)
22:				                0	 (0.000)
23:				                0	 (0.000)
24:				                0	 (0.000)
25:				                0	 (0.000)
26:				                0	 (0.000)
27:				                0	 (0.000)
28:				                0	 (0.000)
29:				                0	 (0.000)
30:				                0	 (0.000)
31:				                0	 (0.000)
32:				                0	 (0.000)
33:				                0	 (0.000)
34:				                0	 (0.000)
35:				                0	 (0.000)
36:				                0	 (0.000)
37:				                0	 (0.000)
38:				                0	 (0.000)
39:				                0	 (0.000)



Spill Count: 0 (0.000)

Cuckoo Spill Count: 0 (0.000)
